compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,esri_score,hk_number_of_discharges,hk_excess_readmission_ratio,hk_predicted_readmission_rate,hk_expected_readmission_rate,hk_number_of_readmissions,cabg_number_of_discharges,cabg_excess_readmission_ratio,cabg_predicted_readmission_rate,cabg_expected_readmission_rate,cabg_number_of_readmissions,ami_number_of_discharges,ami_excess_readmission_ratio,ami_predicted_readmission_rate,ami_expected_readmission_rate,ami_number_of_readmissions,hf_number_of_discharges,hf_excess_readmission_ratio,hf_predicted_readmission_rate,hf_expected_readmission_rate,hf_number_of_readmissions,copd_number_of_discharges,copd_excess_readmission_ratio,copd_predicted_readmission_rate,copd_expected_readmission_rate,copd_number_of_readmissions,pn_number_of_discharges,pn_excess_readmission_ratio,pn_predicted_readmission_rate,pn_expected_readmission_rate,pn_number_of_readmissions,in_hrrp,hospital_county,hospital_lon,hospital_lat,hk_excess_readmission_ratio_median,cabg_excess_readmission_ratio_median,ami_excess_readmission_ratio_median,hf_excess_readmission_ratio_median,copd_excess_readmission_ratio_median,pn_excess_readmission_ratio_median
CHSP00006490,050069,St. Joseph Hospital Of Orange,1100 West Stewart Drive,Orange,CA,92868,1,HSI00000852,Providence Saint Joseph Health,Renton,WA,100.0,315.0,1.1001,4.5166,4.1059,16.0,,,,,,191.0,1.0575,17.1267,16.1949,36.0,447.0,0.9546,21.489,22.5109,93.0,185.0,0.9583,19.3277,20.1695,32.0,569.0,0.9572,16.3575,17.0892,90.0,1,Orange,-117.864936,33.782364,0.9312,0.9393,0.9905,0.9549,0.9837,0.9541
CHSP00001102,050745,Chapman Global Medical Center,2601 East Chapman Avenue,Orange,CA,92869,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,1.0831,17.4438,16.1058,18.0,1,Orange,-117.82635,33.787853,,,,,,1.0831
CHSP00004850,050030,Oroville Hospital,2767 Olive Highway,Oroville,CA,95966,1,,,,,100.0,124.0,1.4369,8.0646,5.6127,17.0,,,,,,76.0,1.2786,22.4422,17.5517,32.0,486.0,1.2955,29.23,22.5633,160.0,137.0,1.0834,23.8512,22.0143,40.0,1317.0,1.4549,26.5695,18.2614,378.0,1,Butte,-121.541792,39.504365,1.4369,,1.2786,1.2955,1.0834,1.4549
CHSP00006481,050082,St. Johns Regional Medical Center,1600 North Rose Avenue,Oxnard,CA,93030,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,59.0,1.1864,16.6193,14.0078,14.0,236.0,1.0395,18.5059,17.8025,46.0,644.0,1.0508,24.6368,23.4463,162.0,229.0,0.9773,19.6598,20.117,43.0,577.0,1.0313,17.8207,17.2801,105.0,1,Ventura,-119.155631,34.216551,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00001817,050573,Eisenhower Medical Center,39000 Bob Hope Drive,Rancho Mirage,CA,92270,1,HSI00000335,Eisenhower Medical Center,Rancho Mirage,CA,100.0,2005.0,0.6215,2.8809,4.6358,49.0,133.0,0.9972,12.0792,12.1137,16.0,540.0,1.0146,15.2175,14.9984,83.0,1036.0,0.9626,20.702,21.5072,212.0,461.0,0.8937,17.0476,19.0762,69.0,1228.0,0.9042,14.9774,16.5646,177.0,1,Riverside,-116.408067,33.764622,0.6215,0.9972,1.0146,0.9626,0.8937,0.9042
CHSP00001661,050243,Desert Hospital,1150 North Indian Canyon Drive,Palm Springs,CA,92262,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX,100.0,,,,,,,,,,,204.0,0.9079,13.4508,14.816,22.0,282.0,1.0322,22.309,21.6134,65.0,225.0,0.9379,17.5653,18.7291,34.0,296.0,0.9619,15.4382,16.0504,43.0,1,Riverside,-116.54553,33.838527,1.1091,1.0965,1.0289,1.0204,1.0127,1.0009
CHSP00006628,050441,Stanford Health Care,"300 Pasteur Drive, Suite H3200",Palo Alto,CA,94304,1,HSI00001033,Stanford Health Care,Stanford,CA,97.5,909.0,0.8606,3.6046,4.1885,30.0,145.0,0.9521,13.2086,13.8724,18.0,273.0,0.9443,14.3712,15.2187,36.0,634.0,0.8821,19.5743,22.1914,116.0,130.0,0.9973,20.1812,20.2352,26.0,644.0,0.9635,15.6173,16.2085,98.0,1,Santa Clara,-122.174001,37.434987,0.8606,0.9521,1.0029,0.91855,0.99385,0.9594
CHSP00001969,050225,Feather River Hospital,5974 Pentz Road,Paradise,CA,95969,1,HSI00000011,Adventist Health,Roseville,CA,100.0,388.0,0.9399,4.1658,4.4323,15.0,,,,,,,,,,,228.0,0.9565,21.4586,22.4352,46.0,211.0,0.8973,18.7569,20.9034,30.0,430.0,0.8911,15.1052,16.9519,57.0,1,Butte,-121.572291,39.757086,1.01985,1.068,1.0256,0.99785,0.9772,0.9964
CHSP00002826,050438,Huntington Hospital,100 West California Boulevard,Pasadena,CA,91105,1,HSI00000503,Huntington Memorial Hospital,Pasadena,CA,100.0,932.0,0.8644,3.2905,3.8069,28.0,,,,,,201.0,0.9587,14.6362,15.2674,27.0,583.0,1.0197,22.0785,21.652,130.0,407.0,1.0612,22.019,20.7493,95.0,1143.0,1.0564,17.5977,16.6583,205.0,1,Los Angeles,-118.152243,34.133661,0.8644,,0.9587,1.0197,1.0612,1.0564
CHSP00003429,054078,Aurora Las Encinas Bhs,2900 East Del Mar Boulevard,Pasadena,CA,91107,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Los Angeles,-118.091511,34.142135,,,,,,
CHSP00006730,051308,Surprise Valley Health Care District,741 North Main Street,Cedarville,CA,96104,1,,,,,98.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Modoc,-120.171829,41.532207,,,,,,
CHSP00005001,000000,Patton State Hospital,3102 East Highland Avenue,Patton,CA,92369,0,,,,,92.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Bernardino,-117.21449124474,34.1382318233086,,,,,,
CHSP00005075,050136,Petaluma Valley Hospital,400 North Mcdowell Boulevard,Petaluma,CA,94954,1,HSI00000852,Providence Saint Joseph Health,Renton,WA,100.0,,,,,,,,,,,,,,,,161.0,0.9513,20.6445,21.701,30.0,156.0,0.9378,19.6992,21.0067,25.0,218.0,0.9515,16.2732,17.1024,32.0,1,Sonoma,-122.631826,38.254806,0.9312,0.9393,0.9905,0.9549,0.9837,0.9541
CHSP00005147,050589,Placentia Linda Community Hospital,1301 North Rose Drive,Placentia,CA,92870,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX,100.0,,,,,,,,,,,,,,,,117.0,0.9884,18.5773,18.7961,21.0,,,,,,204.0,1.0227,15.419,15.0766,33.0,1,Orange,-117.842194,33.886476,1.1091,1.0965,1.0289,1.0204,1.0127,1.0009
CHSP00003725,050254,Marshall Hospital,1100 Marshall Way,Placerville,CA,95667,1,HSI00000619,Marshall Medical Center,Placerville,CA,100.0,,,,,,,,,,,,,,,,399.0,0.9629,20.1582,20.9338,78.0,339.0,1.0378,19.6922,18.9749,70.0,434.0,0.9882,15.3948,15.5783,66.0,1,El Dorado,-120.790696,38.724632,,,,0.9629,1.0378,0.9882
CHSP00005173,050231,Pomona Valley Hospital Med Ctr,1798 North Garey Avenue,Pomona,CA,91767,1,HSI00000833,Pomona Valley Hospital Medical Center,Pomona,CA,100.0,,,,,,,,,,,185.0,1.1174,20.1502,18.0336,44.0,381.0,1.0317,22.8145,22.1129,89.0,153.0,1.0035,20.7141,20.6427,32.0,343.0,1.0551,18.7036,17.7276,68.0,1,Los Angeles,-117.752273,34.077053,,,1.1174,1.0317,1.0035,1.0551
CHSP00005186,050546,Porterville Developmental Center,26501 Avenue 140,Porterville,CA,93257,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tulare,-118.979563,36.04167,,,,,,
CHSP00006145,050261,Sierra View Med. Ctr.,465 West Putnam Avenue,Porterville,CA,93257,1,,,,,100.0,,,,,,,,,,,91.0,1.0532,17.5314,16.6457,19.0,305.0,0.9803,22.0702,22.5126,66.0,256.0,0.9465,17.8609,18.871,41.0,414.0,1.0305,16.1615,15.6826,69.0,1,Tulare,-119.027801,36.069539,,,1.0532,0.9803,0.9465,1.0305
CHSP00001789,051300,Eastern Plumas Health Care,500 First Avenue,Portola,CA,96122,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Plumas,-120.462539,39.805897,,,,,,
CHSP00005163,051326,Plumas District Hospital Cah,1065 Bucks Lake Road,Quincy,CA,95971,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Plumas,-120.962146,39.939205,,,,,,
CHSP00006439,050042,St Elizabeth  Community Hosptial,2550 Sister Mary Columba Drive,Red Bluff,CA,96080,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,,,,,,,,,,,198.0,0.9829,19.7474,20.0917,38.0,255.0,0.9736,17.3628,17.833,42.0,235.0,0.9342,13.8572,14.8335,28.0,1,Tehama,-122.218147,40.14855,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00004055,050280,Mercy Medical Center Redding,2175 Rosaline Avenue,Redding,CA,96001,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,807.0,0.9294,3.5118,3.7787,27.0,,,,,,415.0,0.9095,12.8369,14.114,48.0,719.0,0.9366,19.5009,20.82,136.0,495.0,0.9202,17.8222,19.3681,81.0,719.0,0.9531,15.204,15.9523,106.0,1,Shasta,-122.395588,40.572877,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00006095,050764,Shasta Regional Medical Center,1100 Butte Street,Redding,CA,96001,1,HSI00000845,Prime Healthcare Services,Ontario,CA,100.0,652.0,1.1164,4.5949,4.1159,32.0,179.0,1.009,12.7326,12.6192,23.0,336.0,1.0285,16.4795,16.0235,57.0,652.0,0.9566,20.8414,21.7858,133.0,339.0,0.9998,19.475,19.4795,66.0,778.0,0.972,16.3204,16.7904,125.0,1,Shasta,-122.388253,40.585026,1.1174,1.06025,1.0599,1.05025,1.0148,1.03015
CHSP00005402,050272,Redlands Community Hospital,350 Terracina Boulevard,Redlands,CA,92373,1,,,,,100.0,442.0,0.9131,3.5448,3.8821,14.0,,,,,,,,,,,126.0,0.909,19.1643,21.0834,18.0,95.0,0.9319,19.11,20.5059,12.0,298.0,0.9433,16.8235,17.8345,46.0,1,San Bernardino,-117.204707,34.037236,0.9131,,,0.909,0.9319,0.9433
CHSP00003079,050541,Kfh - Redwood City,1100 Veterans Boulevard,Redwood City,CA,94063,1,HSI00000536,Kaiser Permanente,Oakland,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Mateo,-122.222379,37.489375,,,0.9455,1.03315,1.007,1.00115
CHSP00006055,050197,Sequoia Hospital,170 Alameda De Las Pulgas,Redwood City,CA,94062,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,1044.0,0.6112,2.1964,3.5936,14.0,,,,,,,,,,,351.0,0.928,18.726,20.1786,61.0,104.0,0.9894,18.1833,18.3786,18.0,333.0,0.9406,13.5425,14.3979,41.0,1,San Mateo,-122.254798,37.479735,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00000083,050192,Adventist Health Reedley,372 West Cypress Avenue,Reedley,CA,93654,1,HSI00000011,Adventist Health,Roseville,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Fresno,-119.452023,36.607823,1.01985,1.068,1.0256,0.99785,0.9772,0.9964
CHSP00005541,050022,Riverside Community Hospital,4445 Magnolia Avenue,Riverside,CA,92501,1,HSI00000492,HCA Healthcare,Nashville,TN,100.0,,,,,,,,,,,281.0,1.1291,18.436,16.328,59.0,363.0,1.1376,25.9465,22.8078,103.0,196.0,1.0284,21.1709,20.5867,44.0,428.0,1.148,20.7741,18.0955,99.0,1,Riverside,-117.38051,33.975596,1.1382,1.0792,1.0503,1.0566,1.0216,1.04095
CHSP00005508,051333,Ridgecrest Regional Hospital,1081 North China Lake Boulevard,Ridgecrest,CA,93555,1,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Kern,-117.669853,35.640236,,,,,,
CHSP00004911,054130,Pacific Grove Hospital,5900 Brockton Avenue,Riverside,CA,92506,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Riverside,-117.395717,33.962516,,,,,,
CHSP00003081,050686,Kfh - Riverside,10800 Magnolia Avenue,Riverside,CA,92505,1,HSI00000536,Kaiser Permanente,Oakland,CA,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Riverside,-117.469183,33.904944,,,0.9455,1.03315,1.007,1.00115
CHSP00000341,054032,Alhambra,4619 North Rosemead Boulevard,Rosemead,CA,91770,0,HSI00001148,Universal Health Services,Norristown,PA,98.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Los Angeles,-118.073569,34.088707,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00006744,050309,Sutter Roseville Medical Center,One Medical Plaza Drive,Roseville,CA,95661,1,HSI00001050,Sutter Health,Sacramento,CA,100.0,726.0,0.7865,3.0846,3.9222,18.0,,,,,,474.0,0.8722,12.7964,14.6722,53.0,741.0,0.7883,16.5941,21.0514,108.0,470.0,0.9018,16.332,18.1104,68.0,753.0,0.8186,12.5371,15.3161,81.0,1,Placer,-121.248567,38.766335,0.9213,0.8756,0.9559,0.93545,0.9862,0.98495
CHSP00003083,050425,Kfh - Sacramento,2025 Morse Avenue,Sacramento,CA,95825,1,HSI00000536,Kaiser Permanente,Oakland,CA,100.0,,,,,,,,,,,,,,,,46.0,1.0373,22.9831,22.1573,13.0,,,,,,,,,,,1,Sacramento,-121.392589,38.602089,,,0.9455,1.03315,1.007,1.00115
CHSP00003983,050017,Mercy General Hospital,4001 'j' Street,Sacramento,CA,95819,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,161.0,0.8815,10.4877,11.897,14.0,628.0,0.9189,14.7859,16.0907,88.0,480.0,0.9745,21.6032,22.1674,102.0,204.0,1.0141,20.9583,20.6679,44.0,345.0,0.949,15.836,16.6863,51.0,1,Sacramento,-121.452169,38.570526,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00004127,050590,Methodist Hospital Of Sacramento,7500 Hospital Drive,Sacramento,CA,95823,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,302.0,1.299,5.0204,3.8647,20.0,,,,,,,,,,,303.0,0.9935,22.2548,22.4008,67.0,213.0,1.0312,21.2428,20.6001,48.0,319.0,0.9751,15.2784,15.6683,47.0,1,Sacramento,-121.416183,38.463381,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00003092,050674,Kfh - South Sacramento,6600 Bruceville Road,Sacramento,CA,95823,1,HSI00000536,Kaiser Permanente,Oakland,CA,100.0,,,,,,,,,,,,,,,,58.0,1.1374,24.7843,21.7907,23.0,,,,,,70.0,1.0712,18.6823,17.4413,18.0,1,Sacramento,-121.422397,38.470392,,,0.9455,1.03315,1.007,1.00115
CHSP00007292,050599,Uc Davis Medical Center,2315 Stockton Boulevard,Sacramento,CA,95817,1,HSI00001168,UC Health,Oakland,CA,100.0,439.0,1.0456,4.1402,3.9595,19.0,,,,,,244.0,1.0153,17.259,16.9991,43.0,751.0,1.0363,23.5178,22.6943,179.0,308.0,1.0325,21.7917,21.1056,70.0,456.0,1.0441,18.838,18.0431,89.0,1,Sacramento,-121.456678,38.555181,1.0292,0.9267,1.01735,1.03055,1.0163,1.04095
CHSP00006735,054096,Sutter Center For Psychiatry,7700 Folsom Boulevard,Sacramento,CA,95826,0,HSI00001050,Sutter Health,Sacramento,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sacramento,-121.414504,38.549871,0.9213,0.8756,0.9559,0.93545,0.9862,0.98495
CHSP00006147,054087,Sierra Vista,8001 Bruceville Road,Sacramento,CA,95823,0,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sacramento,-121.417101,38.4669,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00002652,054104,Heritage Oaks Hospital,4250 Auburn Boulevard,Sacramento,CA,95841,0,HSI00001148,Universal Health Services,Norristown,PA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sacramento,-121.364933,38.642832,1.2014,1.0710000000000002,1.0016,1.06765,1.0187499999999998,1.08755
CHSP00004431,050248,Natividad Medical Center,1441 Constitution Boulevard,Salinas,CA,93906,1,HSI00000723,Natividad Medical Center,Salinas,CA,100.0,,,,,,,,,,,,,,,,109.0,1.0652,22.7723,21.378,29.0,57.0,1.0369,17.5232,16.8996,13.0,121.0,1.0501,14.6231,13.9249,21.0,1,Monterey,-121.634023,36.697248,,,,1.0652,1.0369,1.0501
CHSP00005804,050334,Salinas Valley Memorial Hospital,450 East Romie Lane,Salinas,CA,93901,1,HSI00000949,Salinas Valley Memorial Healthcare System,Salinas,CA,100.0,,,,,,123.0,1.1203,14.8507,13.2557,21.0,270.0,1.0417,15.7985,15.1667,45.0,615.0,0.9311,19.773,21.2364,117.0,259.0,1.0053,17.9716,17.8759,47.0,620.0,0.9908,15.1016,15.2418,93.0,1,Monterey,-121.646119,36.659905,,1.1203,1.0417,0.9311,1.0053,0.9908
CHSP00003716,051332,Mark Twain Medical Center,768 Mountain Ranch Road,San Andreas,CA,95249,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Calaveras,-120.670905,38.19066,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00006410,050129,St. Bernardine Medical Center,2101 North Waterman Avenue,San Bernardino,CA,92404,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,95.0,1.0926,16.6467,15.2361,18.0,156.0,1.1005,18.7525,17.0398,35.0,222.0,1.0479,23.3633,22.2961,55.0,149.0,1.0004,20.1104,20.1024,30.0,227.0,1.1033,19.7606,17.9103,52.0,1,San Bernardino,-117.276016,34.13475,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00001378,050089,Community Hospital Of San Bernardino,1805 Medical Center Drive,San Bernardino,CA,92411,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,,,,,,,,,,,65.0,1.0357,24.0572,23.2274,18.0,65.0,1.1037,21.9173,19.8575,23.0,69.0,1.0858,18.9463,17.4495,19.0,1,San Bernardino,-117.322491,34.131632,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00000233,050245,Arrowhead Regional Medical Center,400 North Pepper Avenue,Colton,CA,92324,1,HSI00000053,Arrowhead Regional Medical Center,Colton,CA,100.0,,,,,,,,,,,,,,,,115.0,0.9643,21.2144,22.0001,22.0,57.0,1.0818,22.6337,20.9215,20.0,158.0,1.0628,18.756,17.6482,34.0,1,San Bernardino,-117.352761,34.071932,,,,0.9643,1.0818,1.0628
CHSP00005366,053303,Rady Childrens Hospital - San Diego,3020 Childrens Way,San Diego,CA,92123,1,HSI00000864,Rady Childrens Hospital,San Diego,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Diego,-117.150829,32.798322,,,,,,
CHSP00000167,050757,Alvarado Hospital Medical Center,6655 Alvarado Road,San Diego,CA,92120,1,HSI00000845,Prime Healthcare Services,Ontario,CA,100.0,,,,,,,,,,,92.0,1.0361,19.4266,18.7506,20.0,140.0,0.9308,21.2371,22.8159,25.0,93.0,0.9571,20.3615,21.2731,15.0,278.0,0.9266,18.1689,19.6075,45.0,1,San Diego,-117.057207,32.777192,1.1174,1.06025,1.0599,1.05025,1.0148,1.03015
CHSP00006093,050100,Sharp Memorial Hospital,7901 Frost Street,San Diego,CA,92123,1,HSI00000977,Sharp Healthcare,San Diego,CA,100.0,376.0,0.9005,3.4367,3.8164,11.0,,,,,,173.0,1.0431,15.3775,14.7423,29.0,627.0,1.0138,22.0251,21.7244,139.0,288.0,1.0343,20.83,20.1383,63.0,622.0,1.0116,16.1089,15.9237,101.0,1,San Diego,-117.155007,32.798322,0.8481,1.2077,1.0431,1.0072,1.0942,1.02305
CHSP00005929,050077,Scripps Mercy Hospital,4077 Fifth Avenue,San Diego,CA,92103,1,HSI00000968,Scripps Health,San Diego,CA,100.0,422.0,1.1353,4.6531,4.0985,22.0,,,,,,179.0,0.9886,14.8889,15.06,26.0,575.0,1.0988,24.6356,22.4202,148.0,344.0,0.993,20.5319,20.6773,70.0,698.0,1.0176,17.1597,16.8626,121.0,1,San Diego,-117.160855,32.751147,0.9203,,0.9164,0.99505,0.993,0.99685
CHSP00006094,054145,Sharp Mesa Vista Hospital,7850 Vista Hill Avenue,San Diego,CA,92123,0,HSI00000977,Sharp Healthcare,San Diego,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Diego,-117.155227,32.794925,0.8481,1.2077,1.0431,1.0072,1.0942,1.02305
CHSP00005828,054114,San Diego County Psychiatric Hospital,3853 Rosecrans Street,San Diego,CA,92110,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Diego,-117.202595,32.753689,,,,,,
CHSP00007132,050025,Ucsd Medical Center,200 West Arbor Drive,San Diego,CA,92103,1,HSI00001168,UC Health,Oakland,CA,100.0,623.0,0.8288,3.4464,4.1585,18.0,,,,,,324.0,1.0156,16.6968,16.4402,55.0,544.0,1.0248,23.4141,22.8481,129.0,167.0,0.9188,20.7531,22.5866,27.0,644.0,1.0487,19.6524,18.7391,130.0,1,San Diego,-117.166123,32.753736,1.0292,0.9267,1.01735,1.03055,1.0163,1.04095
CHSP00007375,05114F,Va San Diego Healthcare System,3350 Lajolla Village Drive,San Diego,CA,92161,0,,,,,98.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Diego,-117.232285,32.875551,,,,,,
CHSP00004442,000000,Naval Medical Center San Diego,34800 Bob Wilson Drive,San Diego,CA,92134,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Diego,-117.14557,32.724536,,,,,,
CHSP00005280,052051,Promise Hospital Of San Diego,5550 University Avenue,San Diego,CA,92105,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Diego,-117.077148,32.748034,,,,,,
CHSP00005830,050588,San Dimas Community Hospital,1350 West Covina Boulevard,San Dimas,CA,91773,1,HSI00000845,Prime Healthcare Services,Ontario,CA,100.0,,,,,,,,,,,,,,,,69.0,1.0506,25.5118,24.2823,21.0,62.0,1.0935,22.4215,20.5048,22.0,273.0,1.1605,22.3118,19.2266,72.0,1,Los Angeles,-117.834364,34.099061,1.1174,1.06025,1.0599,1.05025,1.0148,1.03015
CHSP00005289,050278,Providence Holy Cross Med. Center,15031 Rinaldi Street,Mission Hills,CA,91345,1,HSI00000852,Providence Saint Joseph Health,Renton,WA,100.0,,,,,,,,,,,134.0,1.0059,19.8805,19.7646,27.0,570.0,1.0091,23.4023,23.1913,134.0,194.0,0.9914,22.5777,22.7746,43.0,478.0,1.0829,20.9526,19.3485,106.0,1,Los Angeles,-118.460286,34.279049,0.9312,0.9393,0.9905,0.9549,0.9837,0.9541
CHSP00004239,050704,Mission Community Hospital,14850 Roscoe Boulevard,Panorama City,CA,91402,1,,,,,100.0,,,,,,,,,,,,,,,,247.0,0.953,21.9403,23.0232,51.0,272.0,0.8262,17.4775,21.1532,31.0,485.0,1.0025,19.7566,19.7078,96.0,1,Los Angeles,-118.456542,34.221452,,,,0.953,0.8262,1.0025
CHSP00001188,050407,Chinese Hospital,845 Jackson Street,San Francisco,CA,94133,1,,,,,100.0,,,,,,,,,,,,,,,,93.0,1.0011,19.2799,19.2587,18.0,80.0,1.0177,15.702,15.4282,14.0,128.0,0.979,12.8193,13.0946,15.0,1,San Francisco,-122.409005,37.795709,,,,1.0011,1.0177,0.979
CHSP00000876,050008,Cpmc-R.K. Davies Medical Center,Castro And Duboce Streets,San Francisco,CA,94114,1,HSI00001050,Sutter Health,Sacramento,CA,98.73,,,,,,,,,,,,,,,,,,,,,51.0,1.0082,20.1597,19.9959,11.0,77.0,0.9842,15.7165,15.9683,11.0,1,San Francisco,-122.43582,37.769049,0.9213,0.8756,0.9559,0.93545,0.9862,0.98495
CHSP00003345,050668,Laguna Honda Hospital,375 Laguna Honda Boulevard,San Francisco,CA,94116,0,HSI00001351,San Francisco Health Network,San Francisco,CA,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Francisco,-122.455809,37.74879,,,1.0322,1.0015,0.9973,1.0345
CHSP00006061,050289,Seton Medical Center,1900 Sullivan Avenue,Daly City,CA,94015,1,HSI00001224,Verity Health System,El Segundo,CA,100.0,,,,,,,,,,,135.0,0.962,15.733,16.3551,19.0,353.0,0.9984,21.5592,21.5933,76.0,182.0,1.0401,20.0787,19.3051,40.0,312.0,1.0778,16.6054,15.4063,57.0,1,San Mateo,-122.472951,37.68027,1.0466,,0.9795,1.0329,0.991,1.0778
CHSP00005724,050152,Saint Francis Memorial Hospital,900 Hyde Street,San Francisco,CA,94109,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,,,,,,,,,,,145.0,1.1361,25.7359,22.6537,46.0,155.0,1.0167,20.9807,20.6357,34.0,311.0,1.0112,15.8303,15.6553,50.0,1,San Francisco,-122.417067,37.789526,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00006530,050055,St. Lukes Hospital,3555 Cesar Chavez Street,San Francisco,CA,94110,1,HSI00001050,Sutter Health,Sacramento,CA,100.0,,,,,,,,,,,,,,,,153.0,1.0195,22.0511,21.6302,35.0,100.0,1.053,20.4588,19.4293,25.0,122.0,1.0123,14.0845,13.9138,18.0,1,San Francisco,-122.420913,37.747995,0.9213,0.8756,0.9559,0.93545,0.9862,0.98495
CHSP00006573,050457,St. Marys Medical Center,450 Stanyan Street,San Francisco,CA,94117,1,HSI00000314,Dignity Health,San Francisco,CA,100.0,,,,,,,,,,,94.0,1.0073,16.5795,16.4601,16.0,285.0,1.0039,22.0163,21.9313,63.0,104.0,1.0453,23.0284,22.031,28.0,361.0,0.9679,15.8597,16.3852,55.0,1,San Francisco,-122.45449,37.774005,1.03955,1.06835,1.028,1.01335,0.99905,0.98065
CHSP00007856,050228,Zuckerberg San Francisco General,1001 Potrero Avenue,San Francisco,CA,94110,1,HSI00001351,San Francisco Health Network,San Francisco,CA,100.0,,,,,,,,,,,71.0,1.0322,14.4017,13.9519,12.0,216.0,1.0015,21.2501,21.2175,46.0,134.0,0.9973,20.3335,20.3894,27.0,215.0,1.0345,17.0292,16.4616,39.0,1,San Francisco,-122.406592,37.75607,,,1.0322,1.0015,0.9973,1.0345
CHSP00006128,053311,Shriners Hospital For Children North,2425 Stockton Boulevard,Sacramento,CA,95817,0,HSI00000981,Shriners Hospitals for Children,Tampa,FL,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sacramento,-121.45545,38.553012,,,,,,
CHSP00005831,05130F,San Francisco Va Medical Center,4150 Clement Street,San Francisco,CA,94121,0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,San Francisco,-122.504821,37.781113,,,,,,
CHSP00005832,050132,San Gabriel Valley Medical Center,438 West Las Tunas Drive,San Gabriel,CA,91776,1,,,,,100.0,,,,,,,,,,,58.0,1.0595,23.0643,21.7696,17.0,320.0,1.0099,24.7899,24.5469,80.0,219.0,0.9773,20.5701,21.0488,43.0,692.0,0.9108,18.0277,19.7922,118.0,1,Los Angeles,-118.10588,34.102429,,,1.0595,1.0099,0.9773,0.9108
