health_sys_id,health_sys_name,health_sys_city,health_sys_state,in_onekey,in_aha,onekey_id,aha_sysid,total_mds,prim_care_mds,total_nps,total_pas,grp_cnt,hosp_cnt,acutehosp_cnt,nh_cnt,sys_multistate,sys_beds,sys_dsch,sys_res,maj_inv_owned,deg_children,sys_incl_majteachhosp,sys_incl_vmajteachhosp,sys_teachint,sys_incl_highdpphosp,sys_highucburden,sys_incl_highuchosp,sys_anyins_product,sys_mcare_adv,sys_mcaid_mngcare,sys_healthins_mktplc,sys_ma_plan_contracts,sys_ma_plan_enroll,sys_apm,sys_aco,sys_ebpm,sys_pctm,sys_hq_city_lon,sys_hq_city_lat,sys_ownership_cat_hcris
HSI00000540,Kaweah Delta Health Care District,Visalia,CA,1,0,18361428.0,,224,55.0,47.0,27.0,25.0,1,1,1.0,1,403.0,22900.0,60.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,0,0,0,0,-119.29259,36.33377,Public/government
HSI00000546,Kettering Health Network,Kettering,OH,1,1,17773950.0,258.0,793,258.0,150.0,113.0,163.0,6,6,1.0,1,1132.0,59677.0,189.51,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,91,-84.16293,39.69583,Church-operated
HSI00000550,Kingsbrook Jewish Medical Center,Brooklyn,NY,1,0,18162284.0,,92,39.0,5.0,10.0,2.0,1,1,1.0,1,161.0,7070.0,82.24,0.0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-73.99036,40.69245,Nonprofit
HSI00000553,Kootenai Health,Coeur D Alene,ID,1,0,18283457.0,,221,74.0,72.0,35.0,38.0,1,1,0.0,1,289.0,16588.0,18.12,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,180,0,0,-116.77585,47.67168,Public/government
HSI00000554,Kuakini Health System,Honolulu,HI,1,0,18388124.0,,60,23.0,1.0,0.0,3.0,1,1,1.0,1,170.0,3653.0,15.1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-157.85788,21.30493,Nonprofit
HSI00000555,LCMC Health System,New Orleans,LA,1,1,18294751.0,932.0,600,208.0,103.0,16.0,67.0,7,6,1.0,1,942.0,36310.0,491.08,0.0,1,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,131,0,3,-90.07775,29.9537,Nonprofit
HSI00000558,LRG Healthcare,Laconia,NH,1,1,17844119.0,320.0,124,44.0,40.0,8.0,38.0,2,2,0.0,1,111.0,4353.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-71.46894,43.52807,Nonprofit
HSI00000559,LSU Healthcare Services Division,Baton Rouge,LA,1,0,17773321.0,,945,182.0,46.0,19.0,60.0,1,1,0.0,1,24.0,607.0,2.04,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,0,0,0,0,-91.18664,30.44335,Public/government
HSI00000562,Lafayette General Health,Lafayette,LA,1,1,17817490.0,911.0,240,111.0,84.0,17.0,37.0,9,9,0.0,1,1041.0,38712.0,81.02,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,3,0,17,-92.01705,30.22032,Nonprofit
HSI00000563,Lahey Health System,Burlington,MA,1,1,17995873.0,891.0,1263,344.0,315.0,125.0,150.0,3,3,2.0,1,846.0,51281.0,161.35,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,801,53,0,-71.194,42.50595,Nonprofit
HSI00000564,Lake Charles Memorial Health System,Lake Charles,LA,1,0,18361663.0,,95,36.0,55.0,5.0,24.0,2,1,0.0,1,281.0,12324.0,23.31,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-93.22011,30.22403,Nonprofit
HSI00000566,Lake Health,Painesville,OH,1,0,17837005.0,,146,72.0,53.0,22.0,49.0,1,1,0.0,1,312.0,15870.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,5,37,-81.24528,41.72424,Nonprofit
HSI00000567,Lake Region Healthcare,Fergus Falls,MN,1,0,18288228.0,,65,28.0,23.0,8.0,6.0,1,1,0.0,1,80.0,1984.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,53,0,0,-96.07239,46.27862,Nonprofit
HSI00000568,Lake Regional Health System,Osage Beach,MO,1,0,18283256.0,,76,32.0,31.0,6.0,29.0,1,1,1.0,1,100.0,4760.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-92.63619,38.13737,Nonprofit
HSI00000569,Lakeland Regional Health System,Lakeland,FL,1,0,17773642.0,,195,58.0,60.0,27.0,15.0,1,1,0.0,1,731.0,36777.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-81.94786,28.04419,Nonprofit
HSI00000570,Lakeland Regional Health System,Saint Joseph,MI,1,1,17773482.0,56.0,280,101.0,53.0,40.0,53.0,2,2,1.0,1,290.0,15135.0,59.64,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,H0390,188.0,1,131,0,21,-86.48526,42.10339,Nonprofit
HSI00000575,Lee Health,Fort Myers,FL,1,1,17773483.0,369.0,468,190.0,171.0,94.0,87.0,3,3,1.0,1,1313.0,78947.0,19.15,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,287,0,0,-81.86793,26.64084,Public/government
HSI00000576,Legacy Health,Portland,OR,1,1,17773484.0,2755.0,989,407.0,143.0,95.0,121.0,7,7,3.0,2,972.0,67466.0,100.46,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1,3,0,97,-122.67563,45.51179,Nonprofit
HSI00000577,Lehigh Valley Health Network,Allentown,PA,1,1,17847553.0,370.0,1718,503.0,309.0,345.0,324.0,7,7,1.0,1,1826.0,71819.0,255.05,0.0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,1,741,14,0,-75.47027,40.60263,Nonprofit
HSI00000579,Lexington Medical Center,West Columbia,SC,1,0,18156243.0,,374,141.0,88.0,28.0,91.0,1,1,1.0,1,428.0,23117.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-81.07337,33.98933,Public/government
HSI00000581,Licking Memorial Health Systems,Newark,OH,1,0,18140501.0,,158,66.0,28.0,11.0,44.0,1,1,0.0,1,219.0,8546.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,7,0,0,-82.40405,40.06027,Nonprofit
HSI00000582,LifeBridge Health,Baltimore,MD,1,1,17773953.0,158.0,733,200.0,113.0,209.0,103.0,5,3,1.0,1,795.0,41185.0,133.63,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,400,0,0,-76.60926,39.29058,Nonprofit
HSI00000584,Lifepoint Health,Brentwood,TN,1,1,17773643.0,180.0,2993,1089.0,808.0,384.0,646.0,86,83,13.0,3,9060.0,302400.0,226.27,1.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1,30,3,21,-86.78882,36.03315,For-profit/investor
HSI00000585,Lifespan,Providence,RI,1,1,17773954.0,60.0,1368,499.0,222.0,111.0,92.0,4,3,0.0,1,973.0,57515.0,518.48,0.0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,676,0,71,-71.41199,41.82387,Nonprofit
HSI00000589,Little Company of Mary Hospital and Health Care Centers,Evergreen Park,IL,1,1,18295368.0,2295.0,127,30.0,14.0,3.0,20.0,2,2,0.0,2,331.0,13916.0,2.24,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,21,0,0,-87.70192,41.72243,Church-operated
HSI00000591,Loma Linda University Adventist Health Sciences Center,Loma Linda,CA,1,1,17773485.0,2175.0,2649,259.0,103.0,27.0,59.0,4,3,0.0,1,900.0,45654.0,426.0,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,666,0,0,-117.24388,34.04831,Church-operated
HSI00000593,Los Angeles County Health Services Department,Los Angeles,CA,1,1,17773802.0,5755.0,1983,729.0,425.0,119.0,114.0,4,3,0.0,1,1212.0,57963.0,1290.36,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-118.2455,34.05361,Public/government
HSI00000598,Lowell General Hospital,Lowell,MA,1,0,17778035.0,,174,48.0,48.0,21.0,26.0,2,2,0.0,1,407.0,19895.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,68,0,0,-71.31284,42.64588,Nonprofit
HSI00000608,Main Line Health,Bryn Mawr,PA,1,1,18158185.0,340.0,876,300.0,177.0,110.0,138.0,5,4,1.0,1,1060.0,57038.0,165.53,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,404,0,92,-75.31542,40.0314,Nonprofit
HSI00000610,MaineGeneral Health,Augusta,ME,1,0,18288823.0,,275,135.0,88.0,59.0,66.0,1,1,3.0,1,172.0,11413.0,35.93,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,220,0,0,-69.77621,44.31803,Nonprofit
HSI00000611,MaineHealth,Portland,ME,1,1,17773956.0,614.0,1318,454.0,334.0,231.0,209.0,10,9,9.0,2,1044.0,50896.0,217.22,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,836,0,0,-70.25668,43.65915,Nonprofit
HSI00000612,Major Health Partners,Shelbyville,IN,1,0,18230772.0,,54,21.0,35.0,11.0,14.0,1,1,2.0,1,46.0,2947.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,34,0,0,-85.77702,39.52153,Nonprofit
HSI00000615,Maricopa Integrated Health System,Phoenix,AZ,1,0,17773645.0,,415,93.0,52.0,33.0,18.0,1,1,0.0,1,323.0,12478.0,197.5,0.0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,62,0,0,-112.0758,33.44825,Public/government
HSI00000616,Marin Healthcare District,Greenbrae,CA,1,0,18389294.0,,143,43.0,19.0,7.0,13.0,1,1,0.0,1,218.0,8240.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,107,0,0,-122.52,37.94592,Nonprofit
HSI00000619,Marshall Medical Center,Placerville,CA,1,0,18283446.0,,94,27.0,24.0,6.0,19.0,1,1,1.0,1,111.0,5152.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,68,0,0,-120.8033,38.72792,Nonprofit
HSI00000621,Marshfield Clinic,Marshfield,WI,1,1,17855696.0,1022.0,832,296.0,192.0,123.0,67.0,3,3,0.0,1,351.0,13592.0,68.26,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,H4388; H5211,50736.0,1,603,0,0,-90.17363,44.66698,Church-operated
HSI00000622,Martin Health System,Stuart,FL,1,0,17830975.0,,207,78.0,75.0,25.0,41.0,1,1,0.0,1,434.0,26324.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,140,4,0,-80.2558,27.20032,Nonprofit
HSI00000623,Mary Lanning Healthcare,Hastings,NE,1,0,18179867.0,,53,15.0,23.0,12.0,18.0,1,1,1.0,1,86.0,3839.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0,0,0,0,-98.39243,40.58568,Nonprofit
HSI00000624,Mary Washington Healthcare,Fredericksburg,VA,1,1,17815270.0,523.0,236,81.0,46.0,27.0,41.0,3,2,0.0,1,511.0,26059.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,129,0,0,-77.45929,38.30112,Nonprofit
HSI00000630,Maury Regional Medical Center,Columbia,TN,1,1,18155044.0,882.0,136,59.0,45.0,15.0,35.0,3,3,0.0,1,322.0,14602.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,93,0,0,-87.0354,35.61603,Public/government
HSI00000631,Mayo Clinic,Rochester,MN,1,1,18956750.0,1875.0,6783,1844.0,1165.0,625.0,185.0,28,27,5.0,3,2931.0,130393.0,870.72,0.0,0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-92.45942,44.01932,Nonprofit
HSI00000636,McLaren Health Care Corporation,Grand Blanc,MI,1,1,17773322.0,252.0,1199,433.0,234.0,138.0,275.0,14,12,4.0,1,1911.0,99085.0,363.75,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1,432,0,49,-83.63016,42.92749,Nonprofit
HSI00000637,McLeod Health,Florence,SC,1,1,17999447.0,874.0,424,172.0,97.0,37.0,90.0,6,6,3.0,1,895.0,39639.0,24.76,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,318,6,0,-79.76819,34.19367,Nonprofit
HSI00000639,Meadville Medical Center,Meadville,PA,1,1,18283417.0,1001.0,109,35.0,18.0,26.0,23.0,2,2,1.0,1,198.0,7171.0,9.38,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-80.15157,41.63651,Nonprofit
HSI00000640,MedStar Health,Columbia,MD,1,1,17773806.0,154.0,9131,884.0,541.0,410.0,279.0,10,9,0.0,2,2413.0,120908.0,888.64,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,H9915,5385.0,1,1561,0,0,-76.86709,39.21106,Nonprofit
HSI00000642,Medisys Health Network,Jamaica,NY,1,1,17773318.0,971.0,449,168.0,33.0,42.0,20.0,2,2,1.0,1,560.0,31421.0,280.01,0.0,0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,0,0,0,0,-73.80853,40.70179,Nonprofit
HSI00000644,MUSC Health,Charleston,SC,1,0,17773804.0,,1358,397.0,159.0,45.0,130.0,1,1,0.0,1,682.0,35824.0,541.76,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,743,0,0,-79.9316,32.78115,Public/government
HSI00000648,Memorial Health System,Springfield,IL,1,1,17773957.0,86.0,194,78.0,103.0,15.0,29.0,4,4,0.0,1,520.0,28026.0,167.65,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0,0,0,0,-89.6436,39.8013,Nonprofit
HSI00000649,Memorial Health System,Marietta,OH,1,1,18290012.0,998.0,177,59.0,67.0,33.0,57.0,2,2,0.0,1,213.0,12576.0,19.08,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,145,0,0,-81.46119,39.42393,Nonprofit
HSI00000652,Memorial Healthcare,Owosso,MI,1,0,18283318.0,,72,31.0,15.0,17.0,33.0,1,1,1.0,1,107.0,3210.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,41,0,2,-84.17625,42.99758,Nonprofit
HSI00000653,Memorial Healthcare System,Hollywood,FL,1,1,17773808.0,83.0,645,143.0,188.0,64.0,79.0,5,5,2.0,1,1795.0,69906.0,18.3,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,1,238,23,0,-80.16026,26.01067,Public/government
HSI00000654,Memorial Hermann Healthcare System,Houston,TX,1,1,17773646.0,2645.0,2400,419.0,292.0,81.0,229.0,11,8,2.0,1,3346.0,182457.0,586.4,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,H2968; H7115,5791.0,1,283,0,0,-95.36952,29.76078,Nonprofit
HSI00000655,Memorial Hospital at Gulfport,Gulfport,MS,1,0,18381433.0,,172,56.0,155.0,9.0,53.0,1,1,0.0,1,421.0,17595.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-89.09189,30.38032,Public/government
HSI00000658,MemorialCare Health System,Fountain Valley,CA,1,1,17773807.0,84.0,1264,407.0,125.0,115.0,103.0,5,5,0.0,1,1196.0,59455.0,122.04,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,12,2,0,-117.95028,33.70907,Nonprofit
HSI00000660,Mercy Health,Chesterfield,MO,1,1,17774100.0,5185.0,4197,1124.0,917.0,262.0,822.0,36,32,1.0,3,4461.0,192569.0,106.39,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1,2038,0,0,-90.55213,38.65397,Church-operated
HSI00000661,Mercy Health,Cincinnati,OH,1,1,18155713.0,5155.0,2050,767.0,576.0,206.0,535.0,24,23,7.0,3,3420.0,189743.0,331.46,0.0,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,1,962,0,122,-84.45689,39.162,Church-operated
HSI00000663,Mercy,Baltimore,MD,1,0,18387606.0,,276,77.0,63.0,75.0,44.0,1,1,1.0,1,204.0,13333.0,50.31,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0,0,0,0,-76.60926,39.29058,Church-operated
HSI00000666,Mercy Medical Center,Cedar Rapids,IA,1,0,17773960.0,,185,62.0,87.0,30.0,41.0,2,2,1.0,1,219.0,9109.0,2.12,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,100,0,0,-91.67346,41.97646,Church-operated
HSI00000667,Mercy Health,Janesville,WI,1,1,18956752.0,649.0,784,245.0,106.0,33.0,70.0,4,4,2.0,2,513.0,21695.0,20.14,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,1,498,0,0,-89.01821,42.68789,Nonprofit
HSI00000671,Meritus Health,Hagerstown,MD,1,0,18298207.0,,148,48.0,50.0,29.0,27.0,1,1,0.0,1,257.0,17185.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,1,75,0,0,-77.71758,39.6425,Nonprofit
HSI00000672,Methodist Health System,Omaha,NE,1,1,17773812.0,9265.0,397,156.0,104.0,45.0,56.0,3,3,1.0,2,517.0,26229.0,13.26,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,304,0,0,-95.94026,41.26068,Nonprofit
HSI00000673,Methodist Health System,Dallas,TX,1,1,17829263.0,2735.0,410,185.0,104.0,50.0,66.0,5,5,0.0,1,1062.0,61746.0,79.02,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,164,0,0,-96.79512,32.77822,Nonprofit
HSI00000675,Methodist Le Bonheur Healthcare,Memphis,TN,1,1,17773961.0,9345.0,821,286.0,319.0,26.0,106.0,2,2,0.0,2,1402.0,65838.0,291.59,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1,236,47,0,-90.04925,35.14976,Church-operated
HSI00000678,Nicklaus Childrens Health System,Miami,FL,1,0,21472778.0,,385,178.0,103.0,21.0,23.0,1,1,0.0,1,289.0,10470.0,144.7,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-80.19773,25.77481,Nonprofit
HSI00000681,Mid Columbia Medical Center,The Dalles,OR,1,0,18197556.0,,72,26.0,13.0,10.0,12.0,1,1,0.0,1,43.0,2109.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-121.18343,45.60155,Nonprofit
HSI00000682,MidMichigan Health,Midland,MI,1,1,17773325.0,1.0,338,153.0,94.0,86.0,103.0,6,6,0.0,1,648.0,26208.0,29.85,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,173,0,31,-84.24506,43.61708,Nonprofit
HSI00000683,Middlesex Health System,Middletown,CT,1,0,18175738.0,,217,110.0,53.0,24.0,33.0,1,1,0.0,1,209.0,11573.0,25.65,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,162,0,0,-72.64984,41.56266,Nonprofit
HSI00000684,Midland Health,Midland,TX,1,0,18293217.0,,69,25.0,26.0,14.0,17.0,1,1,0.0,1,218.0,11117.0,15.64,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-102.07446,32.00002,Public/government
HSI00000686,Lecom Health,Erie,PA,1,0,18381439.0,,139,67.0,5.0,0.0,24.0,2,2,2.0,1,150.0,4488.0,61.38,0.0,0,1.0,0.0,2.0,1.0,0.0,1.0,,,,,,,1,56,0,0,-80.0855,42.12982,Nonprofit
HSI00000691,Mission Health System,Asheville,NC,1,1,17773489.0,143.0,600,186.0,127.0,157.0,95.0,8,6,5.0,1,813.0,40116.0,55.46,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,H6846,165.0,1,544,0,0,-82.5534,35.59868,Nonprofit
HSI00000697,Mohawk Valley Health System,Utica,NY,1,0,17815271.0,,199,64.0,76.0,40.0,72.0,2,2,1.0,1,398.0,22531.0,32.57,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,0,0,0,0,-75.24258,43.09589,Nonprofit
HSI00000698,Mon Health,Morgantown,WV,1,1,17845024.0,970.0,143,43.0,57.0,34.0,34.0,4,4,1.0,1,284.0,9933.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,31,0,0,-79.95771,39.63053,Nonprofit
HSI00000700,Montefiore Medical Center,Bronx,NY,1,1,18956751.0,343.0,3129,989.0,339.0,324.0,234.0,9,7,2.0,1,2357.0,134487.0,1282.51,0.0,0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,1,1521,66,0,-73.92309,40.826,Nonprofit
HSI00000705,Mosaic Life Care,Saint Joseph,MO,1,0,17837666.0,,249,95.0,78.0,6.0,76.0,3,3,0.0,1,392.0,19139.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0,0,0,0,-94.84663,39.76861,Nonprofit
HSI00000708,Mount Auburn Hospital,Cambridge,MA,1,0,18822724.0,,341,180.0,60.0,29.0,35.0,1,1,0.0,1,183.0,14185.0,79.09,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,204,0,0,-71.10601,42.36679,Nonprofit
HSI00000710,Mount Nittany Health System,State College,PA,1,0,18298653.0,,190,53.0,30.0,56.0,23.0,1,1,0.0,1,248.0,12832.0,16.53,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-77.8607,40.79373,Nonprofit
HSI00000711,Mount Sinai Health System,New York,NY,1,1,17773490.0,917.0,10400,1018.0,594.0,466.0,337.0,4,3,0.0,1,2226.0,115977.0,1641.68,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1,1711,125,0,-74.00714,40.71455,Nonprofit
HSI00000712,Mount Sinai Medical Center of Florida,Miami Beach,FL,1,0,17774103.0,,307,60.0,59.0,15.0,24.0,1,1,0.0,1,480.0,23245.0,151.88,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,1,0,-80.13493,25.79339,Nonprofit
HSI00000714,Multicare Health System,Tacoma,WA,1,1,17778722.0,6555.0,1084,441.0,371.0,213.0,208.0,7,7,0.0,1,683.0,42511.0,38.73,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,547,0,0,-122.44164,47.25513,Nonprofit
HSI00000715,Munson Healthcare,Traverse City,MI,0,1,,1465.0,169,,,,,10,9,,1,639.0,32700.0,129.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,41,0,0,-85.61584,44.75999,Nonprofit
HSI00000716,NCH Healthcare System,Naples,FL,1,0,17773650.0,,272,120.0,72.0,27.0,62.0,1,1,0.0,1,542.0,22415.0,3.1,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,154,0,0,-81.79583,26.13934,Nonprofit
HSI00000717,NYU Langone Health,New York,NY,1,1,18135006.0,1026.0,3462,729.0,587.0,496.0,373.0,4,3,1.0,1,1477.0,93184.0,1277.75,0.0,0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1,17,86,0,-74.00714,40.71455,Nonprofit
HSI00000718,Nanticoke Health Services,Seaford,DE,1,0,17837667.0,,83,27.0,36.0,9.0,26.0,1,1,0.0,1,94.0,6582.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1,33,0,0,-75.60905,38.64374,Nonprofit
HSI00000720,National Jewish Health,Denver,CO,1,0,18740486.0,,181,29.0,24.0,12.0,5.0,1,1,0.0,1,24.0,49.0,8.57,0.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-104.99202,39.74001,Nonprofit
HSI00000722,Nationwide Childrens Hospital,Columbus,OH,1,0,18198441.0,,937,368.0,350.0,6.0,54.0,1,1,0.0,1,634.0,16955.0,251.73,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-83.00275,39.96199,Nonprofit
HSI00000723,Natividad Medical Center,Salinas,CA,1,0,18295224.0,,101,58.0,22.0,14.0,6.0,1,1,0.0,1,148.0,8395.0,29.95,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-121.65483,36.67087,Public/government
HSI00000724,Navicent Health,Macon,GA,1,1,17773303.0,923.0,459,216.0,64.0,32.0,45.0,4,3,2.0,1,712.0,33955.0,101.78,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1,141,0,0,-83.62802,32.83994,Public/government
HSI00000725,Nemours Childrens Health System,Jacksonville,FL,1,1,17777268.0,892.0,958,382.0,270.0,74.0,71.0,2,2,0.0,2,294.0,12599.0,120.39,0.0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,-81.65622,30.33147,Nonprofit
HSI00000729,New Liberty Hospital District of Clay County,Pleasant Valley,MO,1,0,18199379.0,,100,32.0,22.0,3.0,15.0,1,1,0.0,1,199.0,7113.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,16,-94.47917,39.21637,Public/government
